TS_LOAD,SYS_DESC,VEH_SER,OPR_NAME
"2017-03-06 13:11:03","Assembly Line Tracker",KQN543,"Pool 60 Start"
"2017-03-06 13:11:04","Assembly Line Tracker",TQL981,"Pool 60 Start"
"2017-03-06 13:11:05","Assembly Line Tracker",JYI091,"Pool 60 Start"
"2017-03-06 13:11:06","Assembly Line Tracker",TPD286,"Pool 60 Start"
"2017-03-06 13:11:08","Assembly Line Tracker",CSD174,"Pool 60 Start"
"2017-03-06 13:11:58","STVMS Tracking Chassis Start",ZHB578,"Chassis Start"
"2017-03-06 13:12:03","STVMS Tracking Chassis Start",PGY640,"Chassis Start"
"2017-03-06 13:12:04","Cab in white conveyer",NKE126,"CIW upload"
"2017-03-06 13:14:44","Cab in white conveyer",FMU279,"CIW upload"
"2017-03-06 13:14:50","STVMS Tracking Top Station",LEA891,"Top Station"
"2017-03-06 13:14:50","Paint Inspection",QFW209,PAINT
"2017-03-06 13:14:57","STVMS Tracking Top Station",SIW958,"Top Station"
"2017-03-06 13:15:01","STVMS Tracking Top Station",OSR174,"Top Station"
"2017-03-06 13:15:05","STVMS Tracking Top Station",USD901,"Top Station"
"2017-03-06 13:15:08","STVMS Tracking Top Station",CQU695,"Top Station"
