TS_LOAD,SYS_DESC,VEH_SER,OPR_NAME
"2017-03-09 08:15:34","Hood Conveyor",GJK683,"Hood Upload"
"2017-03-09 08:15:50","Assembly Line Tracker",NHZ581,"Pool 13 Start"
"2017-03-09 08:16:23","Cab in white conveyer",UZV267,"CIW upload"
"2017-03-09 08:18:08","Cab Conveyer",QPC953,"Cab Upload 2"
"2017-03-09 08:18:08","Cab Conveyor / Monorail",QPC953,"Cab Upload"
"2017-03-09 08:19:19","Paint Inspection",DPA037,PAINT
"2017-03-09 08:19:58",U-BOLT,DPH631,"Rear U-Bolt"
"2017-03-09 08:19:59","STVMS Tracking Chassis Start",APZ612,"Chassis Start"
"2017-03-09 08:20:01","STVMS Tracking Chassis Start",YWI795,"Chassis Start"
"2017-03-09 08:20:04","STVMS Tracking Chassis Start",EVB234,"Chassis Start"
"2017-03-09 08:20:52","Assembly Line Tracker",YZU059,"Pool 13 Start"
"2017-03-09 08:22:49","Cab call scan",VFR160,"A Line"
"2017-03-09 08:23:34",U-BOLT,MPO083,"Front U-Bolt"
"2017-03-09 08:24:40","Hood Conveyor",HMS840,"Hood Upload"
"2017-03-09 08:25:17","Cab Conveyer",PVZ436,"Cab Upload 2"
"2017-03-09 08:25:17","Cab Conveyor / Monorail",PVZ436,"Cab Upload"
"2017-03-09 08:26:20","Paint Inspection",EPR018,PAINT
"2017-03-09 08:28:41","Hood Conveyor",RBT219,"Hood Upload"
"2017-03-09 08:29:45","Cab in white conveyer",DIN812,"CIW upload"
"2017-03-09 08:29:50","OMT Offline Tracking",SPA495,"Enter Offline"
"2017-03-09 08:30:51","Assembly Line Tracker",FZA809,"Pool 13 Start"
"2017-03-09 08:33:08","OMT Offline Tracking",RAI572,"Enter Offline"
"2017-03-09 08:35:55","Cab Call Scan",SYV137,"B Line"
"2017-03-09 08:36:13","Cab in white conveyer",LWM061,"CIW upload"
"2017-03-09 08:36:47","Cab Conveyer",JKZ317,"Cab Upload 2"
"2017-03-09 08:36:47","Cab Conveyor / Monorail",JKZ317,"Cab Upload"
"2017-03-09 08:37:32",U-BOLT,SPI314,"Front U-Bolt"
"2017-03-09 08:38:20","Hood Conveyor",YXF326,"Hood Upload"
"2017-03-09 08:38:43","Cab call scan",AYO527,"A Line"
"2017-03-09 08:40:06","STVMS Tracking Chassis Start",QRM025,"Chassis Start"
"2017-03-09 08:40:10","STVMS Tracking Chassis Start",YCU023,"Chassis Start"
"2017-03-09 08:40:13","STVMS Tracking Chassis Start",QLV652,"Chassis Start"
"2017-03-09 08:40:39","Paint Inspection",GLW381,PAINT
"2017-03-09 08:40:54","Assembly Line Tracker",APZ612,"Pool 13 Start"
"2017-03-09 08:41:42","Cab Conveyer",ZKY831,"Cab Upload 2"
"2017-03-09 08:41:42","Cab Conveyor / Monorail",ZKY831,"Cab Upload"
"2017-03-09 08:42:54","Cab in white conveyer",XWS890,"CIW upload"
"2017-03-09 08:45:48","OMT Offline Tracking",LTV094,"Enter Offline"
"2017-03-09 08:45:48",U-BOLT,AGU058,"Front U-Bolt"
"2017-03-09 08:45:51","Assembly Line Tracker",YWI795,"Pool 13 Start"
"2017-03-09 08:46:39",U-BOLT,SPI314,"Rear U-Bolt"
"2017-03-09 08:49:37","STVMS Tracking Top Station",AHN391,"Top Station"
"2017-03-09 08:49:49","STVMS Tracking Top Station",YCR723,"Top Station"
"2017-03-09 08:50:03","STVMS Tracking Top Station",KFN372,"Top Station"
"2017-03-09 08:50:14",U-BOLT,AGU058,"Rear U-Bolt"
"2017-03-09 08:50:17","STVMS Tracking Top Station",DPH631,"Top Station"
"2017-03-09 08:50:21","Hood Conveyor",YKN950,"Hood Upload"
"2017-03-09 08:50:23","STVMS Tracking Top Station",MPO083,"Top Station"
"2017-03-09 08:50:25","Cab Call Scan",FTI824,"B Line"
"2017-03-09 08:50:26","Cab Conveyer",VFR160,"Cab Upload 2"
"2017-03-09 08:50:26","Cab Conveyor / Monorail",VFR160,"Cab Upload"
"2017-03-09 08:50:29","STVMS Tracking Top Station",LER634,"Top Station"
"2017-03-09 08:50:34","STVMS Tracking Top Station",SPI314,"Top Station"
"2017-03-09 08:50:41","STVMS Tracking Top Station",AGU058,"Top Station"
"2017-03-09 08:50:51","Assembly Line Tracker",AGU058,"Pool 60 Start"
"2017-03-09 08:50:51","Assembly Line Tracker",SPI314,"Pool 60 Start"
"2017-03-09 08:50:52","STVMS Tracking Top Station",QZH295,"Top Station"
"2017-03-09 08:50:52","Assembly Line Tracker",LER634,"Pool 60 Start"
"2017-03-09 08:50:53","Assembly Line Tracker",QZH295,"Pool 60 Start"
"2017-03-09 08:50:54","Assembly Line Tracker",MPO083,"Pool 60 Start"
"2017-03-09 08:50:55","Assembly Line Tracker",DPH631,"Pool 60 Start"
"2017-03-09 08:50:56","Assembly Line Tracker",KFN372,"Pool 60 Start"
"2017-03-09 08:50:56","STVMS Tracking Top Station",SEK173,"Top Station"
"2017-03-09 08:50:56","Assembly Line Tracker",YCR723,"Pool 60 Start"
"2017-03-09 08:50:57","Assembly Line Tracker",SEK173,"Pool 60 Start"
"2017-03-09 08:50:58","Assembly Line Tracker",AHN391,"Pool 60 Start"
"2017-03-09 08:50:59","Assembly Line Tracker",EVB234,"Pool 13 Start"
"2017-03-09 08:51:00","STVMS Tracking Top Station",TRJ645,"Top Station"
"2017-03-09 08:51:05","STVMS Tracking Top Station",CSV482,"Top Station"
"2017-03-09 08:51:09","STVMS Tracking Top Station",NHZ581,"Top Station"
"2017-03-09 08:51:13","STVMS Tracking Top Station",YZU059,"Top Station"
"2017-03-09 08:51:17","STVMS Tracking Top Station",FZA809,"Top Station"
"2017-03-09 08:51:20","STVMS Tracking Top Station",APZ612,"Top Station"
"2017-03-09 08:51:24","STVMS Tracking Top Station",YWI795,"Top Station"
"2017-03-09 08:51:30","STVMS Tracking Top Station",EVB234,"Top Station"
"2017-03-09 08:51:34","STVMS Tracking Top Station",QRM025,"Top Station"
"2017-03-09 08:52:48","Cab call scan",ZVI392,"A Line"
"2017-03-09 08:52:56","Hood Conveyor",IXT460,"Hood Upload"
"2017-03-09 08:55:29","STVMS Tracking Chassis Start",ADQ781,"Chassis Start"
"2017-03-09 08:55:33","STVMS Tracking Chassis Start",EQD264,"Chassis Start"
"2017-03-09 08:55:50","OMT Offline Tracking",ZIQ738,"Enter Offline"
"2017-03-09 08:55:52","Assembly Line Tracker",QRM025,"Pool 13 Start"
"2017-03-09 08:55:54","Assembly Line Tracker",QRM025,"Pool 60 Start"
"2017-03-09 08:55:55","Assembly Line Tracker",EVB234,"Pool 60 Start"
"2017-03-09 08:55:56","Assembly Line Tracker",YWI795,"Pool 60 Start"
"2017-03-09 08:55:56","Assembly Line Tracker",APZ612,"Pool 60 Start"
"2017-03-09 08:55:57","Assembly Line Tracker",FZA809,"Pool 60 Start"
"2017-03-09 08:55:58","Assembly Line Tracker",YZU059,"Pool 60 Start"
"2017-03-09 08:55:59","Assembly Line Tracker",NHZ581,"Pool 60 Start"
"2017-03-09 08:56:00","Assembly Line Tracker",CSV482,"Pool 60 Start"
"2017-03-09 08:56:01","Assembly Line Tracker",TRJ645,"Pool 60 Start"
"2017-03-09 08:58:31","Cab in white conveyer",HXS072,"CIW upload"
"2017-03-09 08:59:51","Cab Conveyer",AYO527,"Cab Upload 2"
"2017-03-09 08:59:51","Cab Conveyor / Monorail",AYO527,"Cab Upload"
"2017-03-09 09:01:27","OMT Offline Tracking",YAP829,"Enter Offline"
"2017-03-09 09:01:41","Hood Conveyor",SPF970,"Hood Upload"
"2017-03-09 09:03:37","Hood Conveyor",JYZ708,"Hood Upload"
"2017-03-09 09:04:57",U-BOLT,SEK173,"Front U-Bolt"
"2017-03-09 09:05:26","Cab Conveyer",KNR831,"Cab Upload 2"
"2017-03-09 09:05:26","Cab Conveyor / Monorail",KNR831,"Cab Upload"
"2017-03-09 09:06:41","OMT Offline Tracking",THO850,"Enter Offline"
"2017-03-09 09:06:41","OMT Offline Tracking",THO850,Sold
"2017-03-09 09:07:47","Hood Conveyor",KLN307,"Hood Upload"
"2017-03-09 09:08:15","Cab Call Scan",PJL425,"B Line"
"2017-03-09 09:08:21","STVMS Tracking Chassis Start",GJK683,"Chassis Start"
"2017-03-09 09:08:40","Cab call scan",LGO801,"A Line"
"2017-03-09 09:10:54","Assembly Line Tracker",CMI143,"Pool 13 Start"
"2017-03-09 09:10:55","Assembly Line Tracker",YCU023,"Pool 13 Start"
"2017-03-09 09:11:34",U-BOLT,SEK173,"Rear U-Bolt"
"2017-03-09 09:12:04","Hood Conveyor",VFX591,"Hood Upload"
"2017-03-09 09:13:32","Cab in white conveyer",ZJU865,"CIW upload"
"2017-03-09 09:14:01",U-BOLT,TRJ645,"Front U-Bolt"
"2017-03-09 09:14:27","Cab Call Scan",ALE837,"B Line"
"2017-03-09 09:16:13","OMT Offline Tracking",EZQ530,"Enter Offline"
"2017-03-09 09:16:14","Paint Inspection",FTI653,PAINT
"2017-03-09 09:17:02","Cab Conveyer",SYV137,"Cab Upload 2"
"2017-03-09 09:17:02","Cab Conveyor / Monorail",SYV137,"Cab Upload"
"2017-03-09 09:17:05","Hood Conveyor",EPR018,"Hood Upload"
"2017-03-09 09:17:13","Paint Inspection",ILA012,PAINT
"2017-03-09 09:17:32","Cab call scan",VCM016,"A Line"
"2017-03-09 09:18:31","Cab in white conveyer",JZP143,"CIW upload"
"2017-03-09 09:20:23",U-BOLT,TRJ645,"Rear U-Bolt"
"2017-03-09 09:20:43","OMT Offline Tracking",ARS065,"Enter Offline"
"2017-03-09 09:20:52",U-BOLT,CSV482,"Front U-Bolt"
"2017-03-09 09:20:58","Hood Conveyor",DPA037,"Hood Upload"
"2017-03-09 09:21:20","Cab Conveyer",ZVI392,"Cab Upload 2"
"2017-03-09 09:21:20","Cab Conveyor / Monorail",ZVI392,"Cab Upload"
"2017-03-09 09:22:21","STVMS Tracking Chassis Start",HMS840,"Chassis Start"
"2017-03-09 09:22:25","STVMS Tracking Chassis Start",RBT219,"Chassis Start"
"2017-03-09 09:25:00","Cab in white conveyer",ZBT013,"CIW upload"
"2017-03-09 09:25:37","Paint Inspection",WVB317,PAINT
"2017-03-09 09:25:53","Cab Conveyer",LGO801,"Cab Upload 2"
"2017-03-09 09:25:53","Cab Conveyor / Monorail",LGO801,"Cab Upload"
"2017-03-09 09:25:57",U-BOLT,CSV482,"Rear U-Bolt"
"2017-03-09 09:26:22","OMT Offline Tracking",TZO690,"Enter Offline"
"2017-03-09 09:27:54","Hood Conveyor",OQS570,"Hood Upload"
"2017-03-09 09:28:46",U-BOLT,NHZ581,"Front U-Bolt"
"2017-03-09 09:29:57","Cab in white conveyer",FHL296,"CIW upload"
"2017-03-09 09:30:42","Cab Call Scan",FHU982,"B Line"
"2017-03-09 09:30:52","Assembly Line Tracker",ADQ781,"Pool 13 Start"
"2017-03-09 09:30:53","Assembly Line Tracker",QLV652,"Pool 13 Start"
"2017-03-09 09:32:03","Cab call scan",IOU412,"A Line"
"2017-03-09 09:35:16",U-BOLT,YZU059,"Front U-Bolt"
"2017-03-09 09:35:51","Assembly Line Tracker",GJK683,"Pool 13 Start"
"2017-03-09 09:35:52","Assembly Line Tracker",EQD264,"Pool 13 Start"
"2017-03-09 09:37:31","Cab Conveyer",FTI824,"Cab Upload 2"
"2017-03-09 09:37:31","Cab Conveyor / Monorail",FTI824,"Cab Upload"
"2017-03-09 09:38:02","Cab in white conveyer",FCR320,"CIW upload"
"2017-03-09 09:38:31","Hood Conveyor",FTI653,"Hood Upload"
"2017-03-09 09:39:09",U-BOLT,YZU059,"Rear U-Bolt"
"2017-03-09 09:39:12","STVMS Tracking Chassis Start",YXF326,"Chassis Start"
"2017-03-09 09:39:15","STVMS Tracking Chassis Start",YKN950,"Chassis Start"
"2017-03-09 09:40:35","Hood Conveyor",KUR214,"Hood Upload"
"2017-03-09 09:42:31",U-BOLT,FZA809,"Front U-Bolt"
"2017-03-09 09:43:00","OMT Offline Tracking",LED479,"Enter Offline"
"2017-03-09 09:43:00","OMT Offline Tracking",LED479,Sold
"2017-03-09 09:43:30","Cab call scan",YCR723,"A Line"
"2017-03-09 09:44:12","OMT Offline Tracking",QBR938,"Enter Offline"
"2017-03-09 09:44:17","Cab in white conveyer",TJG894,"CIW upload"
"2017-03-09 09:44:29","Paint Inspection",FQP941,PAINT
"2017-03-09 09:45:02","Hood Conveyor",ILA012,"Hood Upload"
"2017-03-09 09:45:25","Cab Conveyer",PJL425,"Cab Upload 2"
"2017-03-09 09:45:25","Cab Conveyor / Monorail",PJL425,"Cab Upload"
"2017-03-09 09:46:11","STVMS Tracking Chassis Start",IXT460,"Chassis Start"
"2017-03-09 09:48:12","Cab Call Scan",AHN391,"B Line"
"2017-03-09 09:48:54","Hood Conveyor",FQP941,"Hood Upload"
"2017-03-09 09:49:43",U-BOLT,APZ612,"Front U-Bolt"
"2017-03-09 09:53:10","Cab Conveyer",VCM016,"Cab Upload 2"
"2017-03-09 09:53:10","Cab Conveyor / Monorail",VCM016,"Cab Upload"
"2017-03-09 09:54:34",U-BOLT,APZ612,"Rear U-Bolt"
"2017-03-09 09:54:48","OMT Offline Tracking",YBJ023,"Enter Offline"
"2017-03-09 09:54:53","Paint Inspection",HQI892,PAINT
"2017-03-09 09:55:20","Cab call scan",EBL860,"A Line"
"2017-03-09 09:55:51","Assembly Line Tracker",IXT460,"Pool 13 Start"
"2017-03-09 09:55:53","Assembly Line Tracker",YKN950,"Pool 13 Start"
"2017-03-09 09:55:54","Assembly Line Tracker",YXF326,"Pool 13 Start"
"2017-03-09 09:55:55","Assembly Line Tracker",RBT219,"Pool 13 Start"
"2017-03-09 09:55:56","Assembly Line Tracker",HMS840,"Pool 13 Start"
"2017-03-09 09:58:51",U-BOLT,YWI795,"Front U-Bolt"
"2017-03-09 09:59:10","Cab Conveyer",IOU412,"Cab Upload 2"
"2017-03-09 09:59:10","Cab Conveyor / Monorail",IOU412,"Cab Upload"
"2017-03-09 10:00:51","Assembly Line Tracker",DJZ516,"Pool 13 Start"
"2017-03-09 10:02:11","Paint Inspection",MAU864,PAINT
"2017-03-09 10:03:15",U-BOLT,YWI795,"Rear U-Bolt"
"2017-03-09 10:03:34","STVMS Tracking Chassis Start",DJZ516,"Chassis Start"
"2017-03-09 10:03:40","STVMS Tracking Chassis Start",SPF970,"Chassis Start"
"2017-03-09 10:04:24","Cab Conveyer",ALE837,"Cab Upload 2"
"2017-03-09 10:04:24","Cab Conveyor / Monorail",ALE837,"Cab Upload"
"2017-03-09 10:04:24","OMT Offline Tracking",DPL397,"Enter Offline"
"2017-03-09 10:06:26","Hood Conveyor",HQI892,"Hood Upload"
"2017-03-09 10:07:07","Cab Call Scan",DPH631,"B Line"
"2017-03-09 10:08:29","STVMS Tracking Chassis Start",JYZ708,"Chassis Start"
"2017-03-09 10:08:32","Paint Inspection",WBR310,PAINT
"2017-03-09 10:10:42","OMT Offline Tracking",UWT728,"Enter Offline"
"2017-03-09 10:11:30","Cab call scan",KFN372,"A Line"
"2017-03-09 10:12:14","Hood Conveyor",MAU864,"Hood Upload"
"2017-03-09 10:12:23","Cab in white conveyer",TEN567,"CIW upload"
"2017-03-09 10:14:45",U-BOLT,QRM025,"Front U-Bolt"
"2017-03-09 10:15:51","Assembly Line Tracker",KLN307,"Pool 13 Start"
"2017-03-09 10:15:52","Assembly Line Tracker",JYZ708,"Pool 13 Start"
"2017-03-09 10:15:53","Assembly Line Tracker",SPF970,"Pool 13 Start"
"2017-03-09 10:16:54",U-BOLT,QRM025,"Rear U-Bolt"
"2017-03-09 10:16:54","Hood Conveyor",WBR310,"Hood Upload"
"2017-03-09 10:18:19","Cab in white conveyer",WBS653,"CIW upload"
"2017-03-09 10:19:41","Cab Conveyer",FHU982,"Cab Upload 2"
"2017-03-09 10:19:41","Cab Conveyor / Monorail",FHU982,"Cab Upload"
"2017-03-09 10:20:26",U-BOLT,YCU023,"Front U-Bolt"
"2017-03-09 10:21:29","Cab Call Scan",LER634,"B Line"
"2017-03-09 10:21:48","OMT Offline Tracking",ICB356,"Enter Offline"
"2017-03-09 10:23:12","STVMS Tracking Chassis Start",KLN307,"Chassis Start"
"2017-03-09 10:23:17","STVMS Tracking Chassis Start",VFX591,"Chassis Start"
"2017-03-09 10:23:40",U-BOLT,YCU023,"Rear U-Bolt"
"2017-03-09 10:24:28","Cab in white conveyer",GIL947,"CIW upload"
