TS_LOAD,SYS_DESC,VEH_SER,OPR_NAME
"2017-03-10 07:34:48","STVMS Tracking Chassis Start",CNE620,"Chassis Start"
"2017-03-10 07:37:38","Cab in white conveyer",KJA254,"CIW upload"
"2017-03-10 07:38:06",U-BOLT,TBP914,"Front U-Bolt"
"2017-03-10 07:39:03","Hood Conveyor",PVO367,"Hood Upload"
"2017-03-10 07:39:13","Cab call scan",ILA012,"A Line"
"2017-03-10 07:41:43","Cab Conveyer",DPA037,"Cab Upload 2"
"2017-03-10 07:41:43","Cab Conveyor / Monorail",DPA037,"Cab Upload"
"2017-03-10 07:42:33","Hood Conveyor",JCV863,"Hood Upload"
"2017-03-10 07:44:37",U-BOLT,XJI184,"Front U-Bolt"
"2017-03-10 07:47:19","Hood Conveyor",DRY562,"Hood Upload"
"2017-03-10 07:47:33","Paint Inspection",ETS067,PAINT
"2017-03-10 07:48:11","Cab Conveyer",OQS570,"Cab Upload 2"
"2017-03-10 07:48:11","Cab Conveyor / Monorail",OQS570,"Cab Upload"
"2017-03-10 07:49:04","STVMS Tracking Chassis Start",DAJ581,"Chassis Start"
"2017-03-10 07:49:08","STVMS Tracking Chassis Start",MTV391,"Chassis Start"
"2017-03-10 07:49:49",U-BOLT,BJM584,"Front U-Bolt"
"2017-03-10 07:50:14","Cab Call Scan",FQP941,"B Line"
"2017-03-10 07:50:52","OMT Offline Tracking",ZPW452,"Enter Offline"
"2017-03-10 07:51:44","Hood Conveyor",NTD012,"Hood Upload"
"2017-03-10 07:52:51","OMT Offline Tracking",YZU059,"Enter Offline"
"2017-03-10 07:52:51","OMT Offline Tracking",YZU059,Sold
"2017-03-10 07:53:36","Cab in white conveyer",ASE183,"CIW upload"
"2017-03-10 07:54:08","Paint Inspection",QTF497,PAINT
"2017-03-10 07:54:47","Cab Conveyer",FTI653,"Cab Upload 2"
"2017-03-10 07:54:47","Cab Conveyor / Monorail",FTI653,"Cab Upload"
"2017-03-10 07:55:51","Hood Conveyor",IVC016,"Hood Upload"
"2017-03-10 07:59:14","OMT Offline Tracking",APZ612,"Enter Offline"
"2017-03-10 07:59:14","OMT Offline Tracking",APZ612,Sold
"2017-03-10 08:00:02","Cab in white conveyer",EYG192,"CIW upload"
"2017-03-10 08:00:04","Hood Conveyor",HBM615,"Hood Upload"
"2017-03-10 08:00:41","Paint Inspection",YKL719,PAINT
"2017-03-10 08:02:50","STVMS Tracking Chassis Start",DUT829,"Chassis Start"
"2017-03-10 08:02:53","STVMS Tracking Chassis Start",BJM584,"Chassis Start"
"2017-03-10 08:02:56","STVMS Tracking Chassis Start",XJI184,"Chassis Start"
"2017-03-10 08:03:01","STVMS Tracking Chassis Start",PVO367,"Chassis Start"
"2017-03-10 08:04:34","Hood Conveyor",QTF497,"Hood Upload"
"2017-03-10 08:05:19","OMT Offline Tracking",QRM025,"Enter Offline"
"2017-03-10 08:06:45",U-BOLT,TEK452,"Front U-Bolt"
"2017-03-10 08:07:06","Cab Conveyer",KUR214,"Cab Upload 2"
"2017-03-10 08:07:06","Cab Conveyor / Monorail",KUR214,"Cab Upload"
"2017-03-10 08:07:45","Cab in white conveyer",RKW079,"CIW upload"
"2017-03-10 08:08:30","Paint Inspection",IMS267,PAINT
"2017-03-10 08:10:49","Cab call scan",MAU864,"A Line"
"2017-03-10 08:11:58","STVMS Tracking Chassis Start",JCV863,"Chassis Start"
"2017-03-10 08:12:40","Cab Conveyer",ILA012,"Cab Upload 2"
"2017-03-10 08:12:40","Cab Conveyor / Monorail",ILA012,"Cab Upload"
"2017-03-10 08:12:54","Cab Call Scan",HQI892,"B Line"
"2017-03-10 08:13:03","Paint Inspection",AQG261,PAINT
"2017-03-10 08:13:13","Cab in white conveyer",VAF684,"CIW upload"
"2017-03-10 08:19:20","Paint Inspection",KIA624,PAINT
"2017-03-10 08:20:12","Cab in white conveyer",UVN439,"CIW upload"
"2017-03-10 08:21:28","OMT Offline Tracking",YCU023,"Enter Offline"
"2017-03-10 08:21:48","OMT Offline Tracking",YWI795,"Enter Offline"
"2017-03-10 08:23:42","STVMS Tracking Chassis Start",DRY562,"Chassis Start"
"2017-03-10 08:24:05","Cab Call Scan",WBR310,"B Line"
"2017-03-10 08:27:26","Cab Conveyer",FQP941,"Cab Upload 2"
"2017-03-10 08:27:26","Cab Conveyor / Monorail",FQP941,"Cab Upload"
"2017-03-10 08:27:48",U-BOLT,YBP783,"Front U-Bolt"
"2017-03-10 08:28:41","Paint Inspection",YHP863,PAINT
"2017-03-10 08:29:13","Cab in white conveyer",HGE901,"CIW upload"
"2017-03-10 08:29:21","Cab call scan",LPU731,"A Line"
"2017-03-10 08:30:03","STVMS Tracking Chassis Start",NTD012,"Chassis Start"
"2017-03-10 08:32:20","OMT Offline Tracking",ADQ781,"Enter Offline"
"2017-03-10 08:32:46","Hood Conveyor",AQG261,"Hood Upload"
"2017-03-10 08:33:32","OMT Offline Tracking",EVB234,"Enter Offline"
"2017-03-10 08:35:52","Cab in white conveyer",HGJ907,"CIW upload"
"2017-03-10 08:37:37","STVMS Tracking Chassis Start",IVC016,"Chassis Start"
"2017-03-10 08:38:33","Cab call scan",SFZ186,"A Line"
"2017-03-10 08:38:51","Hood Conveyor",YKL719,"Hood Upload"
"2017-03-10 08:40:19","Hood Conveyor",IMS267,"Hood Upload"
"2017-03-10 08:41:27","Cab Conveyer",HQI892,"Cab Upload 2"
"2017-03-10 08:41:27","Cab Conveyor / Monorail",HQI892,"Cab Upload"
"2017-03-10 08:41:44","Cab in white conveyer",XVY745,"CIW upload"
"2017-03-10 08:43:39","Cab Call Scan",XSZ543,"B Line"
"2017-03-10 08:44:58","STVMS Tracking Chassis Start",HBM615,"Chassis Start"
"2017-03-10 08:45:56","Hood Conveyor",KIA624,"Hood Upload"
"2017-03-10 08:46:50","Cab Conveyer",MAU864,"Cab Upload 2"
"2017-03-10 08:46:50","Cab Conveyor / Monorail",MAU864,"Cab Upload"
"2017-03-10 08:48:10","Cab in white conveyer",GZO248,"CIW upload"
"2017-03-10 08:48:27","Paint Inspection",SEU602,PAINT
"2017-03-10 08:51:02",U-BOLT,GZC132,"Front U-Bolt"
"2017-03-10 08:51:11","OMT Offline Tracking",QLV652,"Enter Offline"
"2017-03-10 08:52:07","STVMS Tracking Chassis Start",QTF497,"Chassis Start"
"2017-03-10 08:53:19","Paint Inspection",EZV240,PAINT
"2017-03-10 08:54:07","Cab Conveyer",LPU731,"Cab Upload 2"
"2017-03-10 08:54:07","Cab Conveyor / Monorail",LPU731,"Cab Upload"
"2017-03-10 08:55:21",U-BOLT,XPQ906,"Front U-Bolt"
"2017-03-10 08:55:25","Cab call scan",PWR481,"A Line"
"2017-03-10 08:55:54","Cab Call Scan",XGC043,"B Line"
"2017-03-10 08:57:13","OMT Offline Tracking",GJK683,"Enter Offline"
"2017-03-10 08:57:36","Hood Conveyor",YHP863,"Hood Upload"
"2017-03-10 08:58:11","Cab Conveyer",WBR310,"Cab Upload 2"
"2017-03-10 08:58:11","Cab Conveyor / Monorail",WBR310,"Cab Upload"
"2017-03-10 08:58:12","STVMS Tracking Chassis Start",AQG261,"Chassis Start"
"2017-03-10 08:58:29","Paint Inspection",MGR987,PAINT
"2017-03-10 08:59:26","Hood Conveyor",SEU602,"Hood Upload"
"2017-03-10 09:01:30",U-BOLT,FWS327,"Front U-Bolt"
"2017-03-10 09:02:33","Cab in white conveyer",WRD572,"CIW upload"
"2017-03-10 09:02:42","Paint Inspection",HTV792,PAINT
"2017-03-10 09:02:48","OMT Offline Tracking",YXF326,"Enter Offline"
"2017-03-10 09:02:48","OMT Offline Tracking",YXF326,Sold
"2017-03-10 09:03:44","Hood Conveyor",EZV240,"Hood Upload"
"2017-03-10 09:04:36","Cab Conveyer",SFZ186,"Cab Upload 2"
"2017-03-10 09:04:36","Cab Conveyor / Monorail",SFZ186,"Cab Upload"
"2017-03-10 09:06:16","STVMS Tracking Chassis Start",YKL719,"Chassis Start"
"2017-03-10 09:07:04","Cab call scan",JIN079,"A Line"
"2017-03-10 09:09:33",U-BOLT,UXJ427,"Front U-Bolt"
"2017-03-10 09:10:16","OMT Offline Tracking",EQD264,"Enter Offline"
"2017-03-10 09:10:21","Cab in white conveyer",AYI236,"CIW upload"
"2017-03-10 09:11:53","Paint Inspection",FPI264,PAINT
"2017-03-10 09:14:46","STVMS Tracking Chassis Start",IMS267,"Chassis Start"
"2017-03-10 09:16:03","Cab Call Scan",HCS198,"B Line"
"2017-03-10 09:16:22","Cab Conveyer",PWR481,"Cab Upload 2"
"2017-03-10 09:16:22","Cab Conveyor / Monorail",PWR481,"Cab Upload"
"2017-03-10 09:16:46","Cab in white conveyer",XGY538,"CIW upload"
"2017-03-10 09:19:24","Paint Inspection",HXT823,PAINT
"2017-03-10 09:19:40","Cab Call Scan",TBP914,"B Line"
"2017-03-10 09:20:05","Cab Conveyer",XSZ543,"Cab Upload 2"
"2017-03-10 09:20:05","Cab Conveyor / Monorail",XSZ543,"Cab Upload"
"2017-03-10 09:20:14","Cab call scan",EBM074,"A Line"
"2017-03-10 09:23:47","Cab in white conveyer",CUO034,"CIW upload"
"2017-03-10 09:23:52","OMT Offline Tracking",IXT460,"Enter Offline"
"2017-03-10 09:26:35","Cab Conveyer",XGC043,"Cab Upload 2"
"2017-03-10 09:26:35","Cab Conveyor / Monorail",XGC043,"Cab Upload"
"2017-03-10 09:27:49","Paint Inspection",CFO213,PAINT
"2017-03-10 09:28:30","Hood Conveyor",MGR987,"Hood Upload"
"2017-03-10 09:28:39",U-BOLT,DAJ581,"Front U-Bolt"
"2017-03-10 09:29:33","STVMS Tracking Chassis Start",KIA624,"Chassis Start"
"2017-03-10 09:29:37","STVMS Tracking Chassis Start",YHP863,"Chassis Start"
"2017-03-10 09:30:46","Cab in white conveyer",KZX314,"CIW upload"
"2017-03-10 09:33:44","STVMS Tracking Top Station",GTO457,"Top Station"
"2017-03-10 09:33:51","Hood Conveyor",HTV792,"Hood Upload"
"2017-03-10 09:34:02","Paint Inspection",TXR569,PAINT
"2017-03-10 09:34:04","OMT Offline Tracking",RBT219,"Enter Offline"
"2017-03-10 09:34:18","OMT Offline Tracking",DJZ516,"Enter Offline"
"2017-03-10 09:34:26","OMT Offline Tracking",HMS840,"Enter Offline"
"2017-03-10 09:34:52","Cab Conveyer",JIN079,"Cab Upload 2"
"2017-03-10 09:34:52","Cab Conveyor / Monorail",JIN079,"Cab Upload"
"2017-03-10 09:35:02","STVMS Tracking Top Station",YBP783,"Top Station"
"2017-03-10 09:35:44","STVMS Tracking Top Station",WBR310,"Top Station"
"2017-03-10 09:35:50","STVMS Tracking Top Station",LPU731,"Top Station"
"2017-03-10 09:35:51","Assembly Line Tracker",WBR310,"Pool 60 Start"
"2017-03-10 09:35:51","Assembly Line Tracker",LPU731,"Pool 60 Start"
"2017-03-10 09:35:53","Assembly Line Tracker",YBP783,"Pool 60 Start"
"2017-03-10 09:35:53","STVMS Tracking Top Station",SFZ186,"Top Station"
"2017-03-10 09:35:53","Assembly Line Tracker",GTO457,"Pool 60 Start"
"2017-03-10 09:36:03","STVMS Tracking Top Station",XSZ543,"Top Station"
"2017-03-10 09:36:07","STVMS Tracking Top Station",PWR481,"Top Station"
"2017-03-10 09:36:12","STVMS Tracking Top Station",XGC043,"Top Station"
"2017-03-10 09:37:05","Cab call scan",LOF143,"A Line"
"2017-03-10 09:37:28","Cab in white conveyer",TBD951,"CIW upload"
"2017-03-10 09:37:37","STVMS Tracking Top Station",JIN079,"Top Station"
"2017-03-10 09:37:42","STVMS Tracking Top Station",HCS198,"Top Station"
"2017-03-10 09:37:46","STVMS Tracking Top Station",TMU402,"Top Station"
"2017-03-10 09:38:00","STVMS Tracking Top Station",EBM074,"Top Station"
"2017-03-10 09:38:03","STVMS Tracking Top Station",TBP914,"Top Station"
"2017-03-10 09:38:14","STVMS Tracking Top Station",YRW680,"Top Station"
"2017-03-10 09:38:18","STVMS Tracking Top Station",TEK452,"Top Station"
"2017-03-10 09:38:31","STVMS Tracking Top Station",ATG468,"Top Station"
"2017-03-10 09:40:06","Hood Conveyor",HXT823,"Hood Upload"
"2017-03-10 09:40:51","Assembly Line Tracker",ATG468,"Pool 60 Start"
"2017-03-10 09:40:51","Assembly Line Tracker",TEK452,"Pool 60 Start"
"2017-03-10 09:40:52","Assembly Line Tracker",YRW680,"Pool 60 Start"
"2017-03-10 09:40:53","Assembly Line Tracker",TBP914,"Pool 60 Start"
"2017-03-10 09:40:54","Assembly Line Tracker",EBM074,"Pool 60 Start"
"2017-03-10 09:40:54","Assembly Line Tracker",TMU402,"Pool 60 Start"
"2017-03-10 09:40:55","Assembly Line Tracker",HCS198,"Pool 60 Start"
"2017-03-10 09:40:56","Assembly Line Tracker",JIN079,"Pool 60 Start"
"2017-03-10 09:40:57","Assembly Line Tracker",XGC043,"Pool 60 Start"
"2017-03-10 09:40:58","Assembly Line Tracker",PWR481,"Pool 60 Start"
"2017-03-10 09:40:59","Assembly Line Tracker",XSZ543,"Pool 60 Start"
"2017-03-10 09:40:59","Assembly Line Tracker",SFZ186,"Pool 60 Start"
"2017-03-10 09:41:45","Paint Inspection",XET976,PAINT
"2017-03-10 09:42:33","Cab Conveyer",HCS198,"Cab Upload 2"
"2017-03-10 09:42:33","Cab Conveyor / Monorail",HCS198,"Cab Upload"
"2017-03-10 09:45:19","OMT Offline Tracking",YKN950,"Enter Offline"
"2017-03-10 09:45:32",U-BOLT,DUT829,"Front U-Bolt"
"2017-03-10 09:46:18","Cab in white conveyer",DAM851,"CIW upload"
"2017-03-10 09:46:28","STVMS Tracking Chassis Start",SEU602,"Chassis Start"
"2017-03-10 09:46:32","STVMS Tracking Chassis Start",EZV240,"Chassis Start"
"2017-03-10 09:47:51","Paint Inspection",BYF840,PAINT
"2017-03-10 09:49:41","STVMS Tracking Top Station",GZC132,"Top Station"
"2017-03-10 09:49:44","STVMS Tracking Top Station",XPQ906,"Top Station"
"2017-03-10 09:49:59","STVMS Tracking Top Station",FWS327,"Top Station"
"2017-03-10 09:50:10","STVMS Tracking Top Station",UXJ427,"Top Station"
"2017-03-10 09:50:16","STVMS Tracking Top Station",CNE620,"Top Station"
"2017-03-10 09:50:20","STVMS Tracking Top Station",DAJ581,"Top Station"
"2017-03-10 09:50:23","STVMS Tracking Top Station",MTV391,"Top Station"
"2017-03-10 09:50:27","STVMS Tracking Top Station",DUT829,"Top Station"
"2017-03-10 09:50:51","Assembly Line Tracker",DUT829,"Pool 60 Start"
"2017-03-10 09:50:52","Assembly Line Tracker",MTV391,"Pool 60 Start"
"2017-03-10 09:50:53","Assembly Line Tracker",DAJ581,"Pool 60 Start"
"2017-03-10 09:50:54","Assembly Line Tracker",CNE620,"Pool 60 Start"
"2017-03-10 09:50:56","Assembly Line Tracker",UXJ427,"Pool 60 Start"
"2017-03-10 09:50:57","Assembly Line Tracker",FWS327,"Pool 60 Start"
"2017-03-10 09:50:58","Assembly Line Tracker",XPQ906,"Pool 60 Start"
"2017-03-10 09:50:59","Assembly Line Tracker",GZC132,"Pool 60 Start"
"2017-03-10 09:51:03","STVMS Tracking Top Station",PVO367,"Top Station"
"2017-03-10 09:51:06","STVMS Tracking Top Station",JCV863,"Top Station"
"2017-03-10 09:51:10","STVMS Tracking Top Station",DRY562,"Top Station"
"2017-03-10 09:51:15","STVMS Tracking Top Station",NTD012,"Top Station"
"2017-03-10 09:51:23","STVMS Tracking Top Station",IVC016,"Top Station"
"2017-03-10 09:51:27","STVMS Tracking Top Station",HBM615,"Top Station"
"2017-03-10 09:51:32","STVMS Tracking Top Station",QTF497,"Top Station"
"2017-03-10 09:51:36","STVMS Tracking Top Station",AQG261,"Top Station"
"2017-03-10 09:51:42","STVMS Tracking Top Station",YKL719,"Top Station"
"2017-03-10 09:51:45","STVMS Tracking Top Station",IMS267,"Top Station"
"2017-03-10 09:51:59","STVMS Tracking Top Station",KIA624,"Top Station"
"2017-03-10 09:52:02","STVMS Tracking Top Station",YHP863,"Top Station"
"2017-03-10 09:52:10","STVMS Tracking Top Station",SEU602,"Top Station"
"2017-03-10 09:52:55","STVMS Tracking Chassis Start",HTV792,"Chassis Start"
"2017-03-10 09:53:09","Cab call scan",BJM584,"A Line"
"2017-03-10 09:53:18","Cab Call Scan",XJI184,"B Line"
"2017-03-10 09:53:24",U-BOLT,PVO367,"Front U-Bolt"
"2017-03-10 09:53:44","Cab Conveyer",EBM074,"Cab Upload 2"
"2017-03-10 09:53:44","Cab Conveyor / Monorail",EBM074,"Cab Upload"
"2017-03-10 09:54:02","Cab in white conveyer",ECW317,"CIW upload"
"2017-03-10 09:55:07","Paint Inspection",SNU912,PAINT
"2017-03-10 09:55:54","Assembly Line Tracker",SEU602,"Pool 60 Start"
"2017-03-10 09:55:55","Assembly Line Tracker",YHP863,"Pool 60 Start"
"2017-03-10 09:55:56","Assembly Line Tracker",KIA624,"Pool 60 Start"
"2017-03-10 09:55:56","Assembly Line Tracker",IMS267,"Pool 60 Start"
"2017-03-10 09:55:57","Assembly Line Tracker",YKL719,"Pool 60 Start"
"2017-03-10 09:55:58","Assembly Line Tracker",AQG261,"Pool 60 Start"
"2017-03-10 09:55:59","Assembly Line Tracker",QTF497,"Pool 60 Start"
"2017-03-10 09:56:00","Assembly Line Tracker",HBM615,"Pool 60 Start"
"2017-03-10 09:56:01","Assembly Line Tracker",IVC016,"Pool 60 Start"
"2017-03-10 09:56:02","Hood Conveyor",CFO213,"Hood Upload"
"2017-03-10 09:56:02","Assembly Line Tracker",NTD012,"Pool 60 Start"
"2017-03-10 09:56:03","Assembly Line Tracker",DRY562,"Pool 60 Start"
"2017-03-10 09:56:04","Assembly Line Tracker",JCV863,"Pool 60 Start"
"2017-03-10 09:56:05","Assembly Line Tracker",PVO367,"Pool 60 Start"
"2017-03-10 09:58:36","OMT Offline Tracking",JYZ708,"Enter Offline"
"2017-03-10 09:58:57","Cab Conveyer",TBP914,"Cab Upload 2"
"2017-03-10 09:58:57","Cab Conveyor / Monorail",TBP914,"Cab Upload"
"2017-03-10 10:00:20","OMT Offline Tracking",SPF970,"Enter Offline"
"2017-03-10 10:00:53","Hood Conveyor",XET976,"Hood Upload"
"2017-03-10 10:01:02","Paint Inspection",ZJC386,PAINT
"2017-03-10 10:02:48","OMT Offline Tracking",YXF326,Sold
"2017-03-10 10:04:06","Cab Call Scan",YRW680,"B Line"
"2017-03-10 10:04:45","STVMS Tracking Top Station",EZV240,"Top Station"
"2017-03-10 10:04:50","Cab in white conveyer",UZA509,"CIW upload"
"2017-03-10 10:05:51","Assembly Line Tracker",EZV240,"Pool 60 Start"
"2017-03-10 10:06:43","Hood Conveyor",TXR569,"Hood Upload"
"2017-03-10 10:08:36","Paint Inspection",QTI468,PAINT
"2017-03-10 10:09:39","Cab call scan",TEK452,"A Line"
"2017-03-10 10:10:07","Hood Conveyor",BYF840,"Hood Upload"
"2017-03-10 10:10:28","Cab Conveyer",LOF143,"Cab Upload 2"
"2017-03-10 10:10:28","Cab Conveyor / Monorail",LOF143,"Cab Upload"
"2017-03-10 10:12:17","Cab Call Scan",GTO457,"B Line"
"2017-03-10 10:12:59",U-BOLT,DRY562,"Front U-Bolt"
"2017-03-10 10:13:31","Cab in white conveyer",NWY194,"CIW upload"
"2017-03-10 10:13:57","Hood Conveyor",SNU912,"Hood Upload"
"2017-03-10 10:15:30","OMT Offline Tracking",KLN307,"Enter Offline"
"2017-03-10 10:16:00","Paint Inspection",ZJK473,PAINT
"2017-03-10 10:17:24",U-BOLT,NTD012,"Front U-Bolt"
"2017-03-10 10:18:39","Cab Conveyer",XJI184,"Cab Upload 2"
"2017-03-10 10:18:39","Cab Conveyor / Monorail",XJI184,"Cab Upload"
"2017-03-10 10:19:07","OMT Offline Tracking",VFX591,"Enter Offline"
"2017-03-10 10:22:14","STVMS Tracking Chassis Start",MGR987,"Chassis Start"
"2017-03-10 10:22:17","STVMS Tracking Chassis Start",HXT823,"Chassis Start"
"2017-03-10 10:22:21","STVMS Tracking Chassis Start",SNU912,"Chassis Start"
"2017-03-10 10:22:24","STVMS Tracking Chassis Start",CFO213,"Chassis Start"
"2017-03-10 10:23:02","Cab call scan",CMI143,"A Line"
"2017-03-10 10:23:32",U-BOLT,IVC016,"Front U-Bolt"
"2017-03-10 10:24:42","STVMS Tracking Top Station",HTV792,"Top Station"
"2017-03-10 10:24:46","STVMS Tracking Top Station",MGR987,"Top Station"
"2017-03-10 10:24:49","STVMS Tracking Top Station",HXT823,"Top Station"
"2017-03-10 10:24:52","Cab Conveyer",BJM584,"Cab Upload 2"
"2017-03-10 10:24:52","Cab Conveyor / Monorail",BJM584,"Cab Upload"
"2017-03-10 10:24:57","OMT Offline Tracking",EPR018,"Enter Offline"
"2017-03-10 10:25:31","Hood Conveyor",ZJC386,"Hood Upload"
"2017-03-10 10:25:51","Assembly Line Tracker",HXT823,"Pool 60 Start"
"2017-03-10 10:25:52","Assembly Line Tracker",MGR987,"Pool 60 Start"
"2017-03-10 10:25:53","Assembly Line Tracker",HTV792,"Pool 60 Start"
"2017-03-10 10:26:16","Paint Inspection",DKE275,PAINT
"2017-03-10 10:28:32","Cab in white conveyer",DMS436,"CIW upload"
"2017-03-10 10:29:43","Hood Conveyor",QTI468,"Hood Upload"
"2017-03-10 10:30:12","Cab Call Scan",YBP783,"B Line"
"2017-03-10 10:31:05","Cab Conveyer",YRW680,"Cab Upload 2"
"2017-03-10 10:31:05","Cab Conveyor / Monorail",YRW680,"Cab Upload"
"2017-03-10 10:31:22","Paint Inspection",MBG962,PAINT
"2017-03-10 10:32:29","OMT Offline Tracking",DPA037,"Enter Offline"
"2017-03-10 10:37:17","STVMS Tracking Top Station",SNU912,"Top Station"
"2017-03-10 10:37:20","STVMS Tracking Top Station",CFO213,"Top Station"
"2017-03-10 10:37:41",U-BOLT,QTF497,"Front U-Bolt"
"2017-03-10 10:38:44","Cab in white conveyer",XIO539,"CIW upload"
"2017-03-10 10:39:33","Paint Inspection",WQS294,PAINT
"2017-03-10 10:40:51","Assembly Line Tracker",CFO213,"Pool 60 Start"
"2017-03-10 10:40:52","Assembly Line Tracker",SNU912,"Pool 60 Start"
"2017-03-10 10:41:28","Cab Conveyer",TEK452,"Cab Upload 2"
"2017-03-10 10:41:28","Cab Conveyor / Monorail",TEK452,"Cab Upload"
"2017-03-10 10:44:12","Cab call scan",ATG468,"A Line"
"2017-03-10 10:44:35","OMT Offline Tracking",OQS570,"Enter Offline"
"2017-03-10 10:44:43","STVMS Tracking Chassis Start",XET976,"Chassis Start"
