TS_LOAD,SYS_DESC,VEH_SER,OPR_NAME
"2017-03-07 07:39:00","Cab Conveyor / Monorail",ACM236,"Cab Upload"
"2017-03-07 07:40:51","Assembly Line Tracker",USD901,"Pool 13 Start"
"2017-03-07 07:41:28",U-BOLT,PRA475,"Front U-Bolt"
"2017-03-07 07:42:13","OMT Offline Tracking",ALP937,"Enter Offline"
"2017-03-07 07:42:32","Hood Conveyor",TYA561,"Hood Upload"
"2017-03-07 07:43:39","Cab Conveyer",TPG078,"Cab Upload 2"
"2017-03-07 07:43:39","Cab Conveyor / Monorail",TPG078,"Cab Upload"
"2017-03-07 07:43:59","Cab in white conveyer",LED479,"CIW upload"
"2017-03-07 07:47:51","OMT Offline Tracking",RCF947,"Enter Offline"
"2017-03-07 07:49:42",U-BOLT,QFW209,"Front U-Bolt"
"2017-03-07 07:50:31","Cab Conveyer",XPR275,"Cab Upload 2"
"2017-03-07 07:50:31","Cab Conveyor / Monorail",XPR275,"Cab Upload"
"2017-03-07 07:50:50","Assembly Line Tracker",CQU695,"Pool 13 Start"
"2017-03-07 07:51:14","Cab call scan",WXK853,"A Line"
"2017-03-07 07:51:47","Hood Conveyor",DVM139,"Hood Upload"
"2017-03-07 07:51:52",U-BOLT,QFW209,"Rear U-Bolt"
"2017-03-07 07:51:55","STVMS Tracking Chassis Start",CQU695,"Chassis Start"
"2017-03-07 07:54:30","Cab in white conveyer",YBJ023,"CIW upload"
"2017-03-07 07:55:27","Hood Conveyor",GPJ498,"Hood Upload"
"2017-03-07 07:57:15",U-BOLT,SZP362,"Front U-Bolt"
"2017-03-07 07:58:11","Cab Call Scan",IXM739,"B Line"
"2017-03-07 07:58:19","Paint Inspection",DUT829,PAINT
"2017-03-07 07:58:49","Cab Conveyer",EUL768,"Cab Upload 2"
"2017-03-07 07:58:49","Cab Conveyor / Monorail",EUL768,"Cab Upload"
"2017-03-07 07:59:03","STVMS Tracking Chassis Start",WBH162,"Chassis Start"
"2017-03-07 07:59:35","OMT Offline Tracking",CSD174,"Enter Offline"
"2017-03-07 08:00:19","Hood Conveyor",UBJ603,"Hood Upload"
"2017-03-07 08:00:51","Assembly Line Tracker",WBH162,"Pool 13 Start"
"2017-03-07 08:00:57","Cab in white conveyer",UWT728,"CIW upload"
"2017-03-07 08:03:08","OMT Offline Tracking",TPD286,"Enter Offline"
"2017-03-07 08:04:16","Cab call scan",SOU593,"A Line"
"2017-03-07 08:05:13",U-BOLT,BIP389,"Rear U-Bolt"
"2017-03-07 08:05:14","Hood Conveyor",JYL728,"Hood Upload"
"2017-03-07 08:05:21","Cab Conveyer",GYI954,"Cab Upload 2"
"2017-03-07 08:05:21","Cab Conveyor / Monorail",GYI954,"Cab Upload"
"2017-03-07 08:10:29",U-BOLT,TUQ327,"Rear U-Bolt"
"2017-03-07 08:10:51","Assembly Line Tracker",TYA561,"Pool 13 Start"
"2017-03-07 08:11:01",U-BOLT,TUQ327,"Front U-Bolt"
"2017-03-07 08:11:59","Cab Call Scan",HMJ710,"B Line"
"2017-03-07 08:12:12","Paint Inspection",OTS758,PAINT
"2017-03-07 08:12:49","Cab Conveyer",WXK853,"Cab Upload 2"
"2017-03-07 08:12:49","Cab Conveyor / Monorail",WXK853,"Cab Upload"
"2017-03-07 08:14:29","STVMS Tracking Chassis Start",TYA561,"Chassis Start"
"2017-03-07 08:14:34","OMT Offline Tracking",TQL981,"Enter Offline"
"2017-03-07 08:15:11","Hood Conveyor",OTS758,"Hood Upload"
"2017-03-07 08:15:15","OMT Offline Tracking",JYI091,"Enter Offline"
"2017-03-07 08:15:15","OMT Offline Tracking",JYI091,Sold
"2017-03-07 08:16:40","Paint Inspection",NUR218,PAINT
"2017-03-07 08:17:52","Cab call scan",EJO928,"A Line"
"2017-03-07 08:18:59","Cab in white conveyer",ICB356,"CIW upload"
"2017-03-07 08:20:51","Assembly Line Tracker",GPJ498,"Pool 13 Start"
"2017-03-07 08:20:51","Assembly Line Tracker",DVM139,"Pool 13 Start"
"2017-03-07 08:21:45","Cab Conveyer",YTP390,"Cab Upload 2"
"2017-03-07 08:21:45","Cab Conveyor / Monorail",YTP390,"Cab Upload"
"2017-03-07 08:22:42",U-BOLT,SVP127,"Rear U-Bolt"
"2017-03-07 08:25:00","Paint Inspection",XWK825,PAINT
"2017-03-07 08:25:15","Cab in white conveyer",MPE786,"CIW upload"
"2017-03-07 08:26:46","STVMS Tracking Chassis Start",DVM139,"Chassis Start"
"2017-03-07 08:27:38","Hood Conveyor",NUR218,"Hood Upload"
"2017-03-07 08:29:08","Hood Conveyor",XWK825,"Hood Upload"
"2017-03-07 08:29:29","Cab Conveyer",SOU593,"Cab Upload 2"
"2017-03-07 08:29:29","Cab Conveyor / Monorail",SOU593,"Cab Upload"
"2017-03-07 08:31:09","Paint Inspection",KSP816,PAINT
"2017-03-07 08:32:59",U-BOLT,ELJ539,"Front U-Bolt"
"2017-03-07 08:33:09","OMT Offline Tracking",KQN543,"Enter Offline"
"2017-03-07 08:34:01","Cab call scan",AMZ845,"A Line"
"2017-03-07 08:34:40","Hood Conveyor",KSP816,"Hood Upload"
"2017-03-07 08:35:02","STVMS Tracking Chassis Start",GPJ498,"Chassis Start"
"2017-03-07 08:35:52","Assembly Line Tracker",UBJ603,"Pool 13 Start"
"2017-03-07 08:36:16","Paint Inspection",OTX594,PAINT
"2017-03-07 08:36:25","Cab Call Scan",MVW427,"B Line"
"2017-03-07 08:36:47","Cab Conveyer",IXM739,"Cab Upload 2"
"2017-03-07 08:36:47","Cab Conveyor / Monorail",IXM739,"Cab Upload"
"2017-03-07 08:38:31","Cab in white conveyer",GSF615,"CIW upload"
"2017-03-07 08:38:35","Hood Conveyor",OTX594,"Hood Upload"
"2017-03-07 08:39:16",U-BOLT,IFP328,"Front U-Bolt"
"2017-03-07 08:40:51","Assembly Line Tracker",OTS758,"Pool 13 Start"
"2017-03-07 08:40:51","Assembly Line Tracker",JYL728,"Pool 13 Start"
"2017-03-07 08:43:01","Cab Conveyer",EJO928,"Cab Upload 2"
"2017-03-07 08:43:01","Cab Conveyor / Monorail",EJO928,"Cab Upload"
"2017-03-07 08:43:44","STVMS Tracking Chassis Start",UBJ603,"Chassis Start"
"2017-03-07 08:44:41","OMT Offline Tracking",XGW598,"Enter Offline"
"2017-03-07 08:44:41","OMT Offline Tracking",XGW598,Sold
"2017-03-07 08:44:51",U-BOLT,DKW659,"Rear U-Bolt"
"2017-03-07 08:45:00","OMT Offline Tracking",CNZ205,"Enter Offline"
"2017-03-07 08:45:41","Cab in white conveyer",QPC953,"CIW upload"
"2017-03-07 08:45:51","Assembly Line Tracker",NUR218,"Pool 13 Start"
"2017-03-07 08:46:08",U-BOLT,DKW659,"Front U-Bolt"
"2017-03-07 08:48:23","Cab Call Scan",HQD748,"B Line"
"2017-03-07 08:50:04","Cab Conveyer",HMJ710,"Cab Upload 2"
"2017-03-07 08:50:04","Cab Conveyor / Monorail",HMJ710,"Cab Upload"
"2017-03-07 08:50:24","STVMS Tracking Chassis Start",JYL728,"Chassis Start"
"2017-03-07 08:50:52","Assembly Line Tracker",XWK825,"Pool 13 Start"
"2017-03-07 08:52:37","Cab call scan",VQD376,"A Line"
"2017-03-07 08:52:55","Cab in white conveyer",SYA283,"CIW upload"
"2017-03-07 08:53:07",U-BOLT,JPU485,"Front U-Bolt"
"2017-03-07 08:54:20",U-BOLT,JPU485,"Rear U-Bolt"
"2017-03-07 08:56:10","Paint Inspection",LVP764,PAINT
"2017-03-07 08:58:00","STVMS Tracking Chassis Start",OTS758,"Chassis Start"
"2017-03-07 09:00:24","Cab in white conveyer",PVZ436,"CIW upload"
"2017-03-07 09:00:59","Cab Conveyer",MVW427,"Cab Upload 2"
"2017-03-07 09:00:59","Cab Conveyor / Monorail",MVW427,"Cab Upload"
"2017-03-07 09:01:58",U-BOLT,LEA891,"Front U-Bolt"
"2017-03-07 09:03:31","Cab call scan",QJP284,"A Line"
"2017-03-07 09:03:42","OMT Offline Tracking",MQH836,"Enter Offline"
"2017-03-07 09:04:20","Cab Conveyer",AMZ845,"Cab Upload 2"
"2017-03-07 09:04:20","Cab Conveyor / Monorail",AMZ845,"Cab Upload"
"2017-03-07 09:04:21","Hood Conveyor",LVP764,"Hood Upload"
"2017-03-07 09:04:54","STVMS Tracking Chassis Start",NUR218,"Chassis Start"
"2017-03-07 09:05:34","Paint Inspection",TPJ583,PAINT
"2017-03-07 09:05:38","Cab in white conveyer",JKZ317,"CIW upload"
"2017-03-07 09:05:43","Cab Call Scan",ZHB578,"B Line"
"2017-03-07 09:05:44","Paint Inspection",HBM615,PAINT
"2017-03-07 09:06:40","OMT Offline Tracking",HRY673,"Enter Offline"
"2017-03-07 09:07:40",U-BOLT,SIW958,"Front U-Bolt"
"2017-03-07 09:10:51","Assembly Line Tracker",OTX594,"Pool 13 Start"
"2017-03-07 09:10:51","Assembly Line Tracker",KSP816,"Pool 13 Start"
"2017-03-07 09:11:19","Cab Conveyer",VQD376,"Cab Upload 2"
"2017-03-07 09:11:19","Cab Conveyor / Monorail",VQD376,"Cab Upload"
"2017-03-07 09:11:59","STVMS Tracking Chassis Start",XWK825,"Chassis Start"
"2017-03-07 09:14:22","Cab in white conveyer",VFR160,"CIW upload"
"2017-03-07 09:14:28",U-BOLT,OSR174,"Front U-Bolt"
"2017-03-07 09:14:38","Paint Inspection",JBQ468,PAINT
"2017-03-07 09:15:41","Cab Call Scan",FIX581,"B Line"
"2017-03-07 09:15:52",U-BOLT,OSR174,"Rear U-Bolt"
"2017-03-07 09:16:32","Cab call scan",PGY640,"A Line"
"2017-03-07 09:18:01","Cab Conveyer",HQD748,"Cab Upload 2"
"2017-03-07 09:18:01","Cab Conveyor / Monorail",HQD748,"Cab Upload"
"2017-03-07 09:18:06","OMT Offline Tracking",MRI015,"Enter Offline"
"2017-03-07 09:18:54","Paint Inspection",YHB831,PAINT
"2017-03-07 09:19:48","Cab in white conveyer",ZKY831,"CIW upload"
"2017-03-07 09:20:27","STVMS Tracking Chassis Start",KSP816,"Chassis Start"
"2017-03-07 09:20:42","Hood Conveyor",JBQ468,"Hood Upload"
"2017-03-07 09:20:52","Assembly Line Tracker",JBQ468,"Pool 13 Start"
"2017-03-07 09:20:52","Assembly Line Tracker",LVP764,"Pool 13 Start"
"2017-03-07 09:21:37","STVMS Tracking Top Station",JOM027,"Top Station"
"2017-03-07 09:21:39","STVMS Tracking Top Station",AJF195,"Top Station"
"2017-03-07 09:21:42","STVMS Tracking Top Station",DZV145,"Top Station"
"2017-03-07 09:21:45","STVMS Tracking Top Station",UBZ174,"Top Station"
"2017-03-07 09:21:47","STVMS Tracking Top Station",PMG926,"Top Station"
"2017-03-07 09:21:49","STVMS Tracking Top Station",GOB710,"Top Station"
"2017-03-07 09:21:51","STVMS Tracking Top Station",QDR380,"Top Station"
"2017-03-07 09:21:54",U-BOLT,USD901,"Front U-Bolt"
"2017-03-07 09:22:16","OMT Offline Tracking",AKC912,"Enter Offline"
"2017-03-07 09:24:39",U-BOLT,USD901,"Rear U-Bolt"
"2017-03-07 09:25:51","Hood Conveyor",TPJ583,"Hood Upload"
"2017-03-07 09:25:51","Assembly Line Tracker",QDR380,"Pool 60 Start"
"2017-03-07 09:25:52","Assembly Line Tracker",GOB710,"Pool 60 Start"
"2017-03-07 09:25:52","Assembly Line Tracker",PMG926,"Pool 60 Start"
"2017-03-07 09:25:53","Assembly Line Tracker",UBZ174,"Pool 60 Start"
"2017-03-07 09:25:54","Assembly Line Tracker",DZV145,"Pool 60 Start"
"2017-03-07 09:25:55","Assembly Line Tracker",AJF195,"Pool 60 Start"
"2017-03-07 09:25:55","Assembly Line Tracker",JOM027,"Pool 60 Start"
"2017-03-07 09:27:06","Cab in white conveyer",AYO527,"CIW upload"
"2017-03-07 09:28:20","Paint Inspection",QVP853,PAINT
"2017-03-07 09:30:24","Cab Conveyer",QJP284,"Cab Upload 2"
"2017-03-07 09:30:24","Cab Conveyor / Monorail",QJP284,"Cab Upload"
"2017-03-07 09:31:23","Cab call scan",UHP854,"A Line"
"2017-03-07 09:31:40","OMT Offline Tracking",DTP539,"Enter Offline"
"2017-03-07 09:32:45","Hood Conveyor",QVP853,"Hood Upload"
"2017-03-07 09:33:21","Cab in white conveyer",KNR831,"CIW upload"
"2017-03-07 09:33:24",U-BOLT,CQU695,"Front U-Bolt"
"2017-03-07 09:33:43","OMT Offline Tracking",IQS845,"Enter Offline"
"2017-03-07 09:35:48","Cab Conveyer",ZHB578,"Cab Upload 2"
"2017-03-07 09:35:48","Cab Conveyor / Monorail",ZHB578,"Cab Upload"
"2017-03-07 09:35:51","Assembly Line Tracker",TPJ583,"Pool 13 Start"
"2017-03-07 09:36:29","Hood Conveyor",YHB831,"Hood Upload"
"2017-03-07 09:37:29","Paint Inspection",XLW275,PAINT
"2017-03-07 09:37:51","Cab Call Scan",MGF879,"B Line"
"2017-03-07 09:38:07",U-BOLT,WBH162,"Rear U-Bolt"
"2017-03-07 09:38:21",U-BOLT,WBH162,"Front U-Bolt"
"2017-03-07 09:39:37","STVMS Tracking Chassis Start",OTX594,"Chassis Start"
"2017-03-07 09:39:41","STVMS Tracking Chassis Start",LVP764,"Chassis Start"
"2017-03-07 09:39:47","STVMS Tracking Chassis Start",JBQ468,"Chassis Start"
"2017-03-07 09:40:54","Assembly Line Tracker",QVP853,"Pool 13 Start"
"2017-03-07 09:41:44","Paint Inspection",INW067,PAINT
"2017-03-07 09:42:30","Hood Conveyor",XLW275,"Hood Upload"
"2017-03-07 09:43:17","Cab Conveyer",PGY640,"Cab Upload 2"
"2017-03-07 09:43:17","Cab Conveyor / Monorail",PGY640,"Cab Upload"
"2017-03-07 09:45:15","OMT Offline Tracking",IBA235,"Enter Offline"
"2017-03-07 09:45:15","OMT Offline Tracking",IBA235,Sold
"2017-03-07 09:45:48","OMT Offline Tracking",ZYA587,"Enter Offline"
"2017-03-07 09:45:51","Assembly Line Tracker",YHB831,"Pool 13 Start"
"2017-03-07 09:46:25","Cab call scan",CSM507,"A Line"
"2017-03-07 09:46:31","Cab in white conveyer",SYV137,"CIW upload"
"2017-03-07 09:46:57","Hood Conveyor",WTB963,"Hood Upload"
"2017-03-07 09:47:34","Paint Inspection",NKM173,PAINT
"2017-03-07 09:49:29","STVMS Tracking Chassis Start",TPJ583,"Chassis Start"
"2017-03-07 09:51:12","Cab in white conveyer",ZVI392,"CIW upload"
"2017-03-07 09:51:41","Hood Conveyor",INW067,"Hood Upload"
"2017-03-07 09:51:46","Paint Inspection",AJF195,PAINT
"2017-03-07 09:52:01",U-BOLT,TYA561,"Front U-Bolt"
"2017-03-07 09:52:14","Cab Call Scan",PRA475,"B Line"
"2017-03-07 09:55:04","Cab Conveyer",UHP854,"Cab Upload 2"
"2017-03-07 09:55:04","Cab Conveyor / Monorail",UHP854,"Cab Upload"
"2017-03-07 09:55:36","OMT Offline Tracking",FHL057,"Enter Offline"
"2017-03-07 09:56:14","STVMS Tracking Chassis Start",QVP853,"Chassis Start"
"2017-03-07 09:56:34","Hood Conveyor",NKM173,"Hood Upload"
"2017-03-07 09:59:14",U-BOLT,DVM139,"Front U-Bolt"
"2017-03-07 09:59:43","Cab in white conveyer",LGO801,"CIW upload"
"2017-03-07 10:00:20","Cab Conveyer",FIX581,"Cab Upload 2"
"2017-03-07 10:00:20","Cab Conveyor / Monorail",FIX581,"Cab Upload"
"2017-03-07 10:00:51","Assembly Line Tracker",WTB963,"Pool 13 Start"
"2017-03-07 10:00:52","Assembly Line Tracker",XLW275,"Pool 13 Start"
"2017-03-07 10:01:45",U-BOLT,DVM139,"Rear U-Bolt"
"2017-03-07 10:02:50","Cab call scan",QFW209,"A Line"
"2017-03-07 10:03:47","Cab in white conveyer",FTI824,"CIW upload"
"2017-03-07 10:04:35","Paint Inspection",JOM027,PAINT
"2017-03-07 10:04:59","OMT Offline Tracking",MBP046,"Enter Offline"
"2017-03-07 10:05:51","Assembly Line Tracker",INW067,"Pool 13 Start"
"2017-03-07 10:07:12","STVMS Tracking Chassis Start",YHB831,"Chassis Start"
"2017-03-07 10:08:13","Cab Conveyer",MGF879,"Cab Upload 2"
"2017-03-07 10:08:13","Cab Conveyor / Monorail",MGF879,"Cab Upload"
"2017-03-07 10:08:47","Paint Inspection",DZV145,PAINT
"2017-03-07 10:10:32","Hood Conveyor",JOM027,"Hood Upload"
"2017-03-07 10:10:47",U-BOLT,GPJ498,"Front U-Bolt"
"2017-03-07 10:13:20","Cab in white conveyer",VCM016,"CIW upload"
"2017-03-07 10:13:48","STVMS Tracking Chassis Start",XLW275,"Chassis Start"
"2017-03-07 10:13:48","Hood Conveyor",AJF195,"Hood Upload"
"2017-03-07 10:15:33","Cab Conveyer",CSM507,"Cab Upload 2"
"2017-03-07 10:15:33","Cab Conveyor / Monorail",CSM507,"Cab Upload"
"2017-03-07 10:15:51","Assembly Line Tracker",NKM173,"Pool 13 Start"
"2017-03-07 10:17:12","STVMS Tracking Top Station",CSW718,"Top Station"
"2017-03-07 10:18:03",U-BOLT,UBJ603,"Rear U-Bolt"
"2017-03-07 10:18:11",U-BOLT,UBJ603,"Front U-Bolt"
"2017-03-07 10:18:38","Cab in white conveyer",PJL425,"CIW upload"
"2017-03-07 10:19:35","Cab Call Scan",TUQ327,"B Line"
"2017-03-07 10:19:48","Hood Conveyor",DZV145,"Hood Upload"
"2017-03-07 10:20:05","Paint Inspection",OLI345,PAINT
"2017-03-07 10:20:52","Assembly Line Tracker",CSW718,"Pool 60 Start"
"2017-03-07 10:21:55","Cab Conveyer",PRA475,"Cab Upload 2"
"2017-03-07 10:21:55","Cab Conveyor / Monorail",PRA475,"Cab Upload"
"2017-03-07 10:22:59","STVMS Tracking Chassis Start",WTB963,"Chassis Start"
"2017-03-07 10:24:03","OMT Offline Tracking",ACM236,"Enter Offline"
"2017-03-07 10:24:22","Cab call scan",SZP362,"A Line"
"2017-03-07 10:24:25","OMT Offline Tracking",BRL042,"Enter Offline"
"2017-03-07 10:25:26",U-BOLT,JYL728,"Rear U-Bolt"
"2017-03-07 10:25:50","Paint Inspection",PMG926,PAINT
"2017-03-07 10:26:09","Cab in white conveyer",CMI143,"CIW upload"
"2017-03-07 10:30:42","OMT Offline Tracking",TPG078,"Enter Offline"
"2017-03-07 10:30:51","Assembly Line Tracker",AJF195,"Pool 13 Start"
"2017-03-07 10:30:52","Assembly Line Tracker",JOM027,"Pool 13 Start"
"2017-03-07 10:31:02","Paint Inspection",UBZ174,PAINT
"2017-03-07 10:32:02",U-BOLT,OTS758,"Front U-Bolt"
"2017-03-07 10:32:14","Cab Call Scan",ELJ539,"B Line"
"2017-03-07 10:33:19",U-BOLT,OTS758,"Rear U-Bolt"
"2017-03-07 10:33:19","Cab in white conveyer",IOU412,"CIW upload"
"2017-03-07 10:34:41","Cab Conveyer",QFW209,"Cab Upload 2"
"2017-03-07 10:34:41","Cab Conveyor / Monorail",QFW209,"Cab Upload"
"2017-03-07 10:37:38","STVMS Tracking Chassis Start",INW067,"Chassis Start"
